anchor,cohort,outcome,event_time,att,se,ci_low,ci_high,spec_id
EU,2004,efw_overall,-2,-0.8825823307507976,0.21303270701580937,-1.300126436501784,-0.46503822499981123,sdid_base
EU,2004,efw_overall,-1,-0.5842289008537502,0.21303270701580937,-1.0017730066047366,-0.16668479510276385,sdid_base
EU,2004,efw_overall,0,-0.12981272124514298,0.21303270701580937,-0.5473568269961293,0.2877313845058434,sdid_base
EU,2004,efw_overall,1,0.11604047246983207,0.21303270701580937,-0.3015036332811543,0.5335845782208184,sdid_base
EU,2004,efw_overall,2,0.2492547473111255,0.21303270701580937,-0.16828935843986087,0.6667988530621118,sdid_base
EU,2004,efw_delta5,-2,0.4979954962839769,0.23579019649503602,0.0358467111537063,0.9601442814142475,sdid_base
EU,2004,efw_delta5,-1,0.8441141844449301,0.23579019649503602,0.38196539931465956,1.3062629695752008,sdid_base
EU,2004,efw_delta5,0,-0.07397433787759888,0.23579019649503602,-0.5361231230078695,0.3881744472526717,sdid_base
EU,2004,efw_delta5,1,0.24525153377969666,0.23579019649503602,-0.21689725135057392,0.7074003189099672,sdid_base
EU,2004,efw_delta5,2,0.021143751128725727,0.23579019649503602,-0.44100503400154484,0.4832925362589963,sdid_base
EU,2004,reform_event_03,-2,-0.03992445086028773,0.2175974067632457,-0.46641536811624934,0.3865664663956739,sdid_base
EU,2004,reform_event_03,-1,0.10297152527628062,0.2175974067632457,-0.323519391979681,0.5294624425322423,sdid_base
EU,2004,reform_event_03,0,0.3578574321872223,0.2175974067632457,-0.06863348506873929,0.784348349443184,sdid_base
EU,2004,reform_event_03,1,0.5028405885997563,0.2175974067632457,0.07634967134379472,0.9293315058557179,sdid_base
EU,2004,reform_event_03,2,-0.08281395546509263,0.2175974067632457,-0.5093048727210543,0.343676961790869,sdid_base
EU,2004,reversal_event_03,-2,-0.09090909090909097,0.04184215809268996,-0.17291972077076329,-0.008898461047418649,sdid_base
EU,2004,reversal_event_03,-1,-0.09090909090909097,0.04184215809268996,-0.17291972077076329,-0.008898461047418649,sdid_base
EU,2004,reversal_event_03,0,0,0.04184215809268996,-0.08201062986167232,0.08201062986167232,sdid_base
