anchor,cohort,outcome,event_time,att,se,ci_low,ci_high,spec_id
EU,2004,efw_overall,-2,1.057965465012245e-5,0.2538820458003102,-0.4975982301139579,0.4976193894232581,scm
EU,2004,efw_overall,-1,-3.286701229399114e-6,0.2538820458003102,-0.4976120964698374,0.4976055230673786,scm
EU,2004,efw_overall,0,0.24143760311943474,0.2538820458003102,-0.25617120664917326,0.7390464128880427,scm
EU,2004,efw_overall,1,0.5720096361782723,0.2538820458003102,0.07440082640966428,1.0696184459468803,scm
EU,2004,efw_overall,2,0.39307064337229747,0.2538820458003102,-0.10453816639631053,0.8906794531409055,scm
EU,2004,efw_delta5,-2,5.4605819374553555e-6,0.24590467038774771,-0.48196769337804807,0.481978614541923,scm
EU,2004,efw_delta5,-1,-1.3399904599253887e-6,0.24590467038774771,-0.48197449395044545,0.4819718139695256,scm
EU,2004,efw_delta5,0,-0.12152205990071008,0.24590467038774771,-0.6034952138606956,0.36045109405927545,scm
EU,2004,efw_delta5,1,0.8449365658863376,0.24590467038774771,0.36296341192635206,1.326909719846323,scm
EU,2004,efw_delta5,2,0.45575208871430334,0.24590467038774771,-0.026221065245682185,0.9377252426742888,scm
EU,2004,reform_event_03,-2,-2.6516423689004753e-6,0.16494943083393515,-0.3233035360768818,0.323298232792144,scm
EU,2004,reform_event_03,-1,1.591004918033434e-6,0.16494943083393515,-0.32329929342959485,0.3233024754394309,scm
EU,2004,reform_event_03,0,0.3118960547533956,0.16494943083393515,-0.011404829681117279,0.6351969391879084,scm
EU,2004,reform_event_03,1,0.5175226503996484,0.16494943083393515,0.19422176596513552,0.8408235348341613,scm
EU,2004,reform_event_03,2,-0.6864836462689559,0.16494943083393515,-1.0097845307034687,-0.363182761834443,scm
EU,2004,reversal_event_03,-2,-1.0752688172038374e-13,0.10472234305289374,-0.20525579238377925,0.2052557923835642,scm
EU,2004,reversal_event_03,-1,0,0.10472234305289374,-0.20525579238367173,0.20525579238367173,scm
EU,2004,reversal_event_03,0,0,0.10472234305289374,-0.20525579238367173,0.20525579238367173,scm
EU,2004,reversal_event_03,1,-0.33333333333329745,0.10472234305289374,-0.5385891257169692,-0.12807754094962573,scm
EU,2004,reversal_event_03,2,-0.33333333333329745,0.10472234305289374,-0.5385891257169692,-0.12807754094962573,scm
EU,2004,hazard_rev_03,-2,0,0.09446085023059947,-0.18514326645197496,0.18514326645197496,scm
EU,2004,hazard_rev_03,-1,-1.202066750453269e-13,0.09446085023059947,-0.18514326645209517,0.18514326645185475,scm
EU,2004,hazard_rev_03,0,0.1,0.09446085023059947,-0.08514326645197495,0.28514326645197496,scm
EU,2004,hazard_rev_03,1,-0.33333333333329335,0.09446085023059947,-0.5184765997852683,-0.1481900668813184,scm
EU,2004,hazard_rev_03,2,0.4,0.09446085023059947,0.21485673354802506,0.585143266451975,scm
EU,2004,delta5_log_tfp,-2,-1.2069682084336897e-7,0.04216545408357745,-0.08264441070063264,0.08264416930699095,scm
EU,2004,delta5_log_tfp,-1,1.7969741138851303e-7,0.04216545408357745,-0.0826441103064004,0.08264446970122319,scm
EU,2004,delta5_log_tfp,0,-0.06743055229292753,0.04216545408357745,-0.15007484229673934,0.01521373771088426,scm
EU,2004,delta5_log_tfp,1,-0.005765194624417769,0.04216545408357745,-0.08840948462822956,0.07687909537939402,scm
EU,2004,delta5_log_tfp,2,0.18999212897497889,0.04216545408357745,0.10734783897116709,0.27263641897879065,scm
EU,2004,delta5_inv_share_gdp,-2,9.014516588301547e-6,1.5758534932927482,-3.088663832337198,3.088681861370375,scm
EU,2004,delta5_inv_share_gdp,-1,-6.18526528382013e-5,1.5758534932927482,-3.0887346995066247,3.0886109942009483,scm
EU,2004,delta5_inv_share_gdp,0,9.75386213016681,1.5758534932927482,6.665189283313024,12.842534977020597,scm
EU,2004,delta5_inv_share_gdp,1,-3.5351710779713006,1.5758534932927482,-6.623843924825087,-0.4464982311175141,scm
EU,2004,delta5_inv_share_gdp,2,-0.2566808951751758,1.5758534932927482,-3.345353742028962,2.831991951678611,scm
EU,2004,delta5_inflation_cpi,-2,-0.015402572645598411,60.10128574119964,-117.81392262539688,117.78311748010569,scm
EU,2004,delta5_inflation_cpi,-1,-0.015090220581981839,60.10128574119964,-117.81361027333327,117.7834298321693,scm
EU,2004,delta5_inflation_cpi,0,17.106568267399197,60.10128574119964,-100.69195178535209,134.90508832015047,scm
EU,2004,delta5_inflation_cpi,1,428.7722760365721,60.10128574119964,310.97375598382087,546.5707960893234,scm
EU,2004,delta5_inflation_cpi,2,12.495165423684515,60.10128574119964,-105.30335462906677,130.2936854764358,scm
EU,2004,delta5_inflation_volatility,-2,-0.00884250969792788,191.76639147763913,-375.8709698058706,375.8532847864748,scm
EU,2004,delta5_inflation_volatility,-1,-0.009207947479495715,191.76639147763913,-375.8713352436522,375.85291934869315,scm
EU,2004,delta5_inflation_volatility,0,1392.6767631746989,191.76639147763913,1016.8146358785261,1768.5388904708716,scm
EU,2004,delta5_inflation_volatility,1,7.679328614312384,191.76639147763913,-368.1827986818603,383.54145591048507,scm
EU,2004,delta5_inflation_volatility,2,19.417412462302664,191.76639147763913,-356.44471483387,395.2795397584753,scm
EU,2007,efw_overall,-2,6.149264866195381e-7,0.2569983143188053,-0.5037160811383719,0.5037173109913451,scm
EU,2007,efw_overall,-1,-7.763870923938043e-7,0.2569983143188053,-0.5037174724519509,0.5037159196777661,scm
EU,2007,efw_overall,0,0.3636732521662447,0.2569983143188053,-0.14004344389861378,0.8673899482311032,scm
EU,2007,efw_overall,1,1.79622388561949,0.2569983143188053,1.2925071895546316,2.2999405816843486,scm
EU,2007,efw_overall,2,1.6496256094451525,0.2569983143188053,1.145908913380294,2.153342305510011,scm
EU,2007,efw_delta5,-2,-1.8517473443835364e-5,0.225249046474697,-0.44150664856384997,0.4414696136169623,scm
EU,2007,efw_delta5,-1,-1.3381970254688902e-6,0.225249046474697,-0.4414894692874316,0.44148679289338066,scm
EU,2007,efw_delta5,0,0.03503997310653584,0.225249046474697,-0.4064481579838703,0.47652810419694197,scm
EU,2007,efw_delta5,1,1.9743742954978245,0.225249046474697,1.5328861644074183,2.4158624265882307,scm
EU,2007,efw_delta5,2,0.04311058537145121,0.225249046474697,-0.3983775457189549,0.48459871646185737,scm
EU,2007,reform_event_03,-2,-3.1863970309737323e-13,0.17267106736600027,-0.33843529203767914,0.33843529203704187,scm
EU,2007,reform_event_03,-1,-3.1863970309737323e-13,0.17267106736600027,-0.33843529203767914,0.33843529203704187,scm
EU,2007,reform_event_03,0,0.9999999999996814,0.17267106736600027,0.6615647079623208,1.338435292037042,scm
EU,2007,reform_event_03,1,0.49999999999999556,0.17267106736600027,0.16156470796263506,0.8384352920373561,scm
EU,2007,reform_event_03,2,4.385380947269368e-15,0.17267106736600027,-0.3384352920373561,0.3384352920373649,scm
EU,2007,reversal_event_03,-2,9.43689570931383e-14,0.05571776784175024,-0.1092068249697361,0.10920682496992484,scm
EU,2007,reversal_event_03,-1,0,0.05571776784175024,-0.10920682496983047,0.10920682496983047,scm
