anchor,cohort,outcome,event_time,att,se,ci_low,ci_high,spec_id
WTO,all,reform_event_03,-40,-0.05063291139240483,0.017341766055265013,-0.08462277286072425,-0.016643049924085405,cs_base
WTO,all,reform_event_03,-35,-0.13291139240506308,0.03438658406163842,-0.2003090971658744,-0.06551368764425178,cs_base
WTO,all,reform_event_03,-30,0.05424954792043387,0.1874190640660982,-0.31309181764911864,0.42159091348998634,cs_base
WTO,all,reform_event_03,-25,-0.1125678119349002,0.09700868545787664,-0.3027048354323384,0.07756921156253802,cs_base
WTO,all,reform_event_03,-20,0.02240351177378319,0.05930703527270176,-0.09383827736071225,0.13864530090827865,cs_base
WTO,all,reform_event_03,-15,0.014895364313425606,0.09055839128595189,-0.1625990826070401,0.19238981123389132,cs_base
WTO,all,reform_event_03,-10,-0.02410492994943353,0.11853776603890263,-0.2564389513856827,0.20822909148681562,cs_base
WTO,all,reform_event_03,-5,-0.010254112947307464,0.15896551691004918,-0.3218265260910038,0.30131830019638894,cs_base
WTO,all,reform_event_03,0,0.08079142349331775,0.09808741573465596,-0.11145991134660793,0.27304275833324343,cs_base
WTO,all,reform_event_03,5,0.040797441654759015,0.1471335150096837,-0.247584247764221,0.32917913107373903,cs_base
WTO,all,reform_event_03,15,0.14074074074074028,0.37967167923635475,-0.6034157505625151,0.8848972320439956,cs_base
WTO,all,reform_event_03,20,-0.08148148148148143,0.13870868063012862,-0.3533504955165335,0.19038753255357066,cs_base
WTO,all,reform_event_03,25,0.04212962962962972,0.093529841471737,-0.1411888596549748,0.22544811891423422,cs_base
WTO,all,reversal_event_03,-40,-0.32911392405063317,0.043591973577275796,-0.4145541922620937,-0.2436736558391726,cs_base
WTO,all,reversal_event_03,-35,0.17721518987341767,0.043591973577275754,0.09177492166195719,0.2626554580848781,cs_base
WTO,all,reversal_event_03,-30,0.03797468354430386,0.039315921673237844,-0.03908452293524231,0.11503389002385003,cs_base
WTO,all,reversal_event_03,-25,-0.01537070524412286,0.11797018762748655,-0.2465922729939965,0.2158508625057508,cs_base
WTO,all,reversal_event_03,-20,0.08730858802747131,0.08808941876857435,-0.08534667275893441,0.259963848813877,cs_base
WTO,all,reversal_event_03,-15,-0.07547928524905817,0.052997271993539576,-0.17935393835639574,0.028395367858279397,cs_base
WTO,all,reversal_event_03,-10,0.06793224320640613,0.11580112760818317,-0.15903796690563288,0.29490245331844517,cs_base
WTO,all,reversal_event_03,-5,0.06429678156479057,0.13203987305896042,-0.19450136963077186,0.323094932760353,cs_base
WTO,all,reversal_event_03,0,0.0074040931311624356,0.09583696375067143,-0.18043635582015355,0.19524454208247843,cs_base
WTO,all,reversal_event_03,5,-0.14518155632668833,0.12130246385808362,-0.3829343854885322,0.09257127283515557,cs_base
WTO,all,reversal_event_03,15,-0.029629629629629627,0.02586927327762852,-0.08033340525378152,0.02107414599452227,cs_base
WTO,all,reversal_event_03,20,-0.25764895330112725,0.10030336992387014,-0.4542435583519127,-0.06105434825034178,cs_base
WTO,all,reversal_event_03,25,-0.4574074074074086,0.12278117395108822,-0.6980585083515415,-0.2167563064632757,cs_base
WTO,all,hazard_rev_03,-40,0,NA,NA,NA,cs_base
WTO,all,hazard_rev_03,-35,-0.03164556962025311,0.01116524663832136,-0.05352945303136297,-0.009761686209143246,cs_base
WTO,all,hazard_rev_03,-30,-0.04430379746835439,0.023340116642873804,-0.09005042608838704,0.0014428311516782658,cs_base
WTO,all,hazard_rev_03,-25,0.05877034358047009,0.09760015748995446,-0.13252596509984063,0.25006665226078084,cs_base
WTO,all,hazard_rev_03,-20,-0.0374309146015333,0.04554496831949883,-0.126699052507751,0.0518372233046844,cs_base
WTO,all,hazard_rev_03,-15,-0.03341982965039634,0.010373997479997645,-0.05375286471119173,-0.013086794589600954,cs_base
WTO,all,hazard_rev_03,-10,0.09664318719919612,0.0757281713414793,-0.05178402863010331,0.24507040302849556,cs_base
WTO,all,hazard_rev_03,-5,0.08443100975271,0.1246578177344158,-0.15989831300674495,0.32876033251216497,cs_base
WTO,all,hazard_rev_03,0,-0.05221601378925646,0.10418468922520857,-0.2564180046706653,0.15198597709215234,cs_base
WTO,all,hazard_rev_03,5,-0.07582046222585136,0.12550563407272997,-0.3218115050084021,0.17017058055669937,cs_base
WTO,all,hazard_rev_03,15,0.014814814814814772,0.03197051697518239,-0.04784739845654271,0.07747702808617225,cs_base
WTO,all,hazard_rev_03,20,-0.10595813204508797,0.11732334090595388,-0.3359118802207576,0.12399561613058163,cs_base
WTO,all,hazard_rev_03,25,-0.34629629629629616,0.13130384874110854,-0.6036518398288688,-0.08894075276372343,cs_base
