anchor,cohort,outcome,event_time,att,se,ci_low,ci_high,spec_id
EU,2004,efw_overall,-2,1.186246298277375,0.060652493872894335,1.067367410286502,1.3051251862682478,sdid_base
EU,2004,efw_overall,-1,1.2259473911386491,0.060652493872894335,1.1070685031477763,1.344826279129522,sdid_base
EU,2004,efw_overall,0,1.1183024393981729,0.060652493872894335,0.9994235514073,1.2371813273890457,sdid_base
EU,2004,efw_overall,1,1.1384568994799054,0.060652493872894335,1.0195780114890325,1.2573357874707782,sdid_base
EU,2004,efw_overall,2,0.9112334931810384,0.060652493872894335,0.7923546051901655,1.0301123811719113,sdid_base
EU,2004,efw_delta5,-2,0.3676978168926209,0.0692106043595664,0.23204503234787074,0.503350601437371,sdid_base
EU,2004,efw_delta5,-1,0.3654180582399742,0.0692106043595664,0.22976527369522406,0.5010708427847244,sdid_base
EU,2004,efw_delta5,0,0.021386495396477072,0.0692106043595664,-0.11426628914827305,0.1570392799412272,sdid_base
EU,2004,efw_delta5,1,0.06905598568797208,0.0692106043595664,-0.06659679885677805,0.20470877023272221,sdid_base
EU,2004,efw_delta5,2,-0.1726284329517242,0.0692106043595664,-0.3082812174964743,-0.036975648406974065,sdid_base
EU,2004,reform_event_03,-2,0.4475139606388601,0.09846864772195114,0.2545154111038359,0.6405125101738843,sdid_base
EU,2004,reform_event_03,-1,0.4429654438737758,0.09846864772195114,0.24996689433875155,0.6359639934088,sdid_base
EU,2004,reform_event_03,0,-0.21646474120083797,0.09846864772195114,-0.4094632907358622,-0.023466191665813735,sdid_base
EU,2004,reform_event_03,1,0.03654797746403077,0.09846864772195114,-0.15645057207099347,0.229546526999055,sdid_base
EU,2004,reform_event_03,2,-0.10323484851887692,0.09846864772195114,-0.29623339805390114,0.08976370101614732,sdid_base
EU,2004,reversal_event_03,-2,-0.06856670904915996,0.05304103918048696,-0.1725271458429144,0.03539372774459448,sdid_base
EU,2004,reversal_event_03,-1,-0.0679455594807215,0.05304103918048696,-0.17190599627447595,0.036014877313032934,sdid_base
EU,2004,reversal_event_03,0,-0.11080816932623926,0.05304103918048696,-0.2147686061199937,-0.006847732532484815,sdid_base
EU,2004,reversal_event_03,1,-0.09158149104176166,0.05304103918048696,-0.1955419278355161,0.012378945751992776,sdid_base
EU,2004,reversal_event_03,2,0.060206754370022486,0.05304103918048696,-0.043753682423731954,0.16416719116377693,sdid_base
EU,2004,hazard_rev_03,-2,-0.051490938472497666,0.09960460914719438,-0.24671597240099866,0.14373409545600332,sdid_base
EU,2004,hazard_rev_03,-1,-0.06947641762552298,0.09960460914719438,-0.26470145155402397,0.125748616302978,sdid_base
EU,2004,hazard_rev_03,0,0.246146136854871,0.09960460914719438,0.050921102926370004,0.44137117078337196,sdid_base
EU,2004,hazard_rev_03,1,-0.051892798611828904,0.09960460914719438,-0.2471178325403299,0.14333223531667208,sdid_base
EU,2004,hazard_rev_03,2,0.15449483106430079,0.09960460914719438,-0.040730202864200205,0.3497198649928018,sdid_base
