anchor,cohort,outcome,t0,n_treated,n_donors,pre_rmspe,post_rmspe,rmspe_ratio
EU,2004,efw_overall,2000,7,110,0.17143883447689032,0.5776504130991071,3.3694256897026063
EU,2004,efw_delta5,2000,4,110,0.3729850736320311,0.1200831766272808,0.3219516948974452
EU,2004,reform_event_03,2000,10,155,0.06128283235779899,0.46388011197578005,7.56949530771395
EU,2004,reversal_event_03,2000,10,155,0.09971431662976982,0.06991067349620936,0.7011096887499247
EU,2004,hazard_rev_03,2000,10,155,0.08947240083205804,0.007502342200693582,0.08385090967633324
