n_events,n_countries,n_sources,n_office_types,year_min,year_max,date_min,date_max,pct_missing_election_date,pct_missing_share_1,pct_missing_share_2,pct_missing_margin
6503,219,3,2,1789,2024,1789-01-10,2024-06-01,5.382131324004305,15.977241273258496,25.649700138397662,25.649700138397662
