iso3,Country,year,avh,ccon,cda,cgdpe,cgdpo,ck,cn,csh_c,csh_g,csh_i,csh_m,csh_r,csh_x,ctfp,cwtfp,delta,emp,hc,irr,labsh,pl_c,pl_con,pl_da,pl_g,pl_gdpo,pl_i,pl_k,pl_m,pl_n,pl_x,pop,rconna,rdana,rgdpe,rgdpna,rgdpo,rkna,rnna,rtfpna,rwtfpna,xr
ARG,Argentina,1955,2053.41,55217.0234375,62035.58203125,60920.40234375,62066.5703125,0.0063200341537594,87915.890625,0.813142716884613,0.0764992013573647,0.109858825802803,-0.0557954646646977,-0.0340836867690086,0.0903784036636353,0.713897585868835,0.713176310062408,0.0306254159659147,7.04640626907349,1.88896262645721,0.296887934207916,0.467761695384979,0.209275105095886,0.216720178723335,0.23083670437336,0.295857011084966,0.226573929190636,0.345153047764262,7.46448993682861,0.0988441929221153,0.253009885549545,0.100576870143414,18.8614799396842,207336.453125,234510.109375,63132.42578125,272821.5,62780.80078125,0.118500299751759,621233.8125,1.331747174263,1.15477192401886,1.7525134954796799e-12
ARG,Argentina,1956,2057.31,54525.296875,61000.23046875,62097.38671875,63257.1953125,0.0064057162962853,92227.296875,0.778127133846283,0.0838348045945168,0.10235882550478,-0.0482477881014347,-0.0159122496843338,0.0998392701148987,0.698377430438995,0.675900459289551,0.0309733003377914,7.15833282470703,1.90176832675934,0.275130569934845,0.467761695384979,0.220714379792338,0.225106418132782,0.240343555808067,0.265871890226609,0.235936909914017,0.36865522106819,7.68066453933716,0.205360889434814,0.273121178150177,0.178598195314407,19.2039662070337,207023.859375,231730.75,64723.91015625,280016.5625,64423.17578125,0.124545775353909,652221.9375,1.31603074073792,1.09864509105682,2.17526043704227e-12
ARG,Argentina,1957,2061.22,57468.5859375,64640.9765625,64835.4765625,66336.203125,0.0064793382771313,95449.0390625,0.788771152496338,0.0775519534945488,0.108121827244759,-0.0512840636074543,-0.0225337166339159,0.0993728414177895,0.70762026309967,0.694175899028778,0.0312631241977215,7.25468111038208,1.91466104984283,0.271043717861176,0.467761695384979,0.225402834745688,0.228130266070366,0.247009709477425,0.255870593447208,0.241421595215797,0.398280721050361,7.68534421920776,0.20901258289814,0.281106054782867,0.169899329543114,19.5418053519996,218621.109375,246382.890625,67724.3671875,290777.5,67787.7265625,0.13140980899334,687526.4375,1.31452333927155,1.12359428405762,2.5170132178956598e-12
ARG,Argentina,1958,2065.14,61924.35546875,69620.09375,69943.4453125,71508.25,0.0065453150309622,101316.9765625,0.790921270847321,0.0750536695122719,0.107620246708393,-0.0466365516185761,-0.0190616231411695,0.0921029299497604,0.740639448165894,0.719294846057892,0.0314646512269974,7.3543872833252,1.92764103412628,0.270970642566681,0.467761695384979,0.222441216960247,0.229761376976967,0.249577105045319,0.306901809372762,0.244115620851517,0.409025801970278,8.10673999786377,0.193332955241203,0.290268421173096,0.160670250654221,19.8766281439092,234570.9375,264858.65625,72930.5078125,309981.78125,72934.3828125,0.138946905732155,726628.5625,1.34623491764069,1.16035330295563,3.2757059775308097e-12
ARG,Argentina,1959,2069.07,57278.546875,64245.9296875,66200.796875,67262.96875,0.0064736679196357,104813.0703125,0.770776689052582,0.0807847008109093,0.103584237396717,-0.0430030263960362,-0.0143805146217346,0.102237947285175,0.67246025800705,0.640907108783722,0.0315318293869495,7.47857570648193,1.940709233284,0.267428934574127,0.467761695384979,0.234969305368937,0.237051263451576,0.254438012838364,0.256915455213812,0.250420093536377,0.397373706468206,7.16812038421631,0.237213969230652,0.270528793334961,0.207328364253044,20.2100672527532,217670.71875,245013.734375,69163.3515625,294969.59375,68688.625,0.14486563205719,757487.875,1.23810946941376,1.03744173049927,6.5174088583135795e-12
ARG,Argentina,1960,2073,59501.93359375,69635.28125,71488.1015625,71913.46875,0.0067372014746069,112766.4140625,0.745109975337982,0.0823002010583878,0.140910267829895,-0.0562317222356796,-0.006370167247951,0.094281442463398,0.684322774410248,0.663261413574219,0.0321842730045319,7.57764291763306,1.95386576652527,0.293105393648148,0.467761695384979,0.24215692811389,0.245261058211327,0.264830589294434,0.273364515409658,0.263264119625092,0.379740839951904,7.59666395187378,0.19498573243618,0.259991049766541,0.2064528465271,20.5437515471954,224570.484375,270156.0625,74293.7578125,327019.34375,73660.765625,0.156958356499672,816702.75,1.3019425868988,1.08498704433441,7.608072719363979e-12
ARG,Argentina,1961,2066.2,62663.27734375,73757.828125,74786.78125,74134.265625,0.0070157791487872,121368.71875,0.763968050479889,0.0812993422150612,0.149654805660248,-0.0622316524386406,-0.0121093867346644,0.0794188305735588,0.672287285327911,0.67005467414856,0.0334839150309563,7.67295646667481,1.96492779254913,0.228722900152206,0.467761695384979,0.235022638693601,0.234010696411133,0.264259666204453,0.224501481409205,0.266585618257523,0.435109349790005,7.28390741348267,0.142934173345566,0.310648858547211,0.198832258582115,20.8771526427683,236776.6875,287411.65625,77830.71875,337660.5625,76072.3203125,0.170516222715378,878633.75,1.27740728855133,1.09684419631958,9.09709445807927e-12
ARG,Argentina,1962,2059.42,63267.61328125,73266.640625,71199.703125,75637.703125,0.0070791258476674,127703.4609375,0.756413221359253,0.0800428539514542,0.132196381688118,-0.0545363798737526,-0.0232118554413319,0.109095856547356,0.653266549110413,0.633799612522125,0.0344976782798767,7.77618455886841,1.9760525226593,0.260040044784546,0.467761695384979,0.258043593056984,0.267160534858704,0.28278198838234,0.353316634828153,0.266189932823181,0.381624880578252,6.76128482818604,0.252730846405029,0.26898992061615,0.112142235040665,21.2091852605842,238823.578125,283664.53125,74166.7265625,339820.9375,77441.1796875,0.180678367614746,925532.4375,1.23744094371796,1.04200744628906,1.1508433824825299e-11
ARG,Argentina,1963,2052.67,61285.6640625,69499.515625,70506.890625,73112.4921875,0.0069523733109235,131694.5,0.754967629909515,0.0832702815532684,0.112345442175865,-0.0490783005952835,-0.0050333668477833,0.103528276085854,0.611697614192963,0.583929836750031,0.0347849652171135,7.88867855072022,1.98724031448364,0.242244377732277,0.467761695384979,0.262215663671588,0.264655709266663,0.278191387653351,0.286778396725377,0.268277168273926,0.379184517542323,6.30878305435181,0.269427239894867,0.270794332027435,0.177791103720665,21.5406400766804,232031.1875,267799.9375,73608.4140625,327342.6875,74763.6953125,0.1859170794487,952883.25,1.16485679149628,0.961328446865082,1.4099805891478199e-11
ARG,Argentina,1964,2045.94,65539.6171875,76065.015625,75054.9453125,76554.5234375,0.0067715332843363,138274.78125,0.775854706764221,0.0802620947360992,0.13748887181282,-0.0611349195241928,-0.0256921444088221,0.0932213291525841,0.613199234008789,0.614184260368347,0.0349067710340023,7.98553991317749,1.99849140644073,0.242286220192909,0.467761695384979,0.273554322660869,0.269047290086746,0.285970330238342,0.225479999206222,0.280368596315384,0.39134685272883,6.56479787826538,0.181325286626816,0.28250190615654,0.155709564685822,21.872313469085,248876.40625,296439.375,78562.5390625,352784.5,78508.4453125,0.195851609110832,999868.4375,1.21279573440552,1.0280294418335,1.7768543782188097e-11
