iso3,Country,year,avh,ccon,cda,cgdpe,cgdpo,ck,cn,csh_c,csh_g,csh_i,csh_m,csh_r,csh_x,ctfp,cwtfp,delta,emp,hc,irr,labsh,pl_c,pl_con,pl_da,pl_g,pl_gdpo,pl_i,pl_k,pl_m,pl_n,pl_x,pop,rconna,rdana,rgdpe,rgdpna,rgdpo,rkna,rnna,rtfpna,rwtfpna,xr
BEL,Belgium,1950,2124.19,63264.1015625,83398,82365.09375,80199.1953125,,385456.625,0.672342538833618,0.116494618356228,0.251048624515533,-0.319113165140152,0.0313195884227753,0.247907876968384,,,0.0363019816577435,3.4579496383667,2.20354747772217,0.0850039049983025,0.66414213180542,0.0873125939900874,0.0886286571621895,0.0830608978867531,0.096224258413309,0.0853040739893913,0.0655660446890102,,0.0798094049096108,0.047418300062418,0.0876405537128449,8.63282864830933,88403.765625,119242.28125,83505.3359375,101448.75,81666.828125,,547541.1875,,,1.23946762508088
BEL,Belgium,1951,2113.82,64379.33203125,85165.1015625,88636.71875,82543.3046875,,392945.84375,0.654491066932678,0.12545508146286,0.251816600561142,-0.376700788736343,0.0344555415213108,0.310482442378998,,,0.036637969315052,3.45498085021973,2.21905422210693,0.0699108466506004,0.66414213180542,0.0924242200736753,0.0937494412064552,0.0910812839865685,0.10066302152529,0.0978049859404564,0.0828172685850641,,0.0858266651630402,0.0621714033186436,0.105615481734276,8.67181583465529,90218.4609375,121118.71875,89255.0625,105264.96875,85045.5703125,,559970.5,,,1.23922002738563
BEL,Belgium,1952,2103.51,66143.7265625,87186.9921875,90862.046875,85608.7421875,,401285.25,0.643186628818512,0.129441544413567,0.245807394385338,-0.33917048573494,0.0336882993578911,0.287046611309052,,,0.0369201116263866,3.4569890499115,2.23467016220093,0.0673554092645645,0.66414213180542,0.0932613411270231,0.0955220833420754,0.0934656336903572,0.106755580556718,0.0992010608315468,0.0870017298233956,,0.0887410342693329,0.0653225481510162,0.10719083994627,8.72379557327543,92207.484375,123527.2421875,91110.4296875,107826.1484375,86966.2265625,,571987,,,1.23922002738563
BEL,Belgium,1953,2093.24,66918.6015625,88499.6328125,90939.234375,89215.4453125,,409365.71875,0.610680043697357,0.139398589730263,0.24189792573452,-0.310979545116425,0.0327533930540085,0.286249548196793,,,0.0371896848082542,3.45699214935303,2.25039601325989,0.0738939866423607,0.66414213180542,0.0957448889490234,0.0978489220142365,0.0939688757061958,0.107066294614119,0.0957845076918602,0.0819375993380589,,0.0902193412184715,0.0605611428618431,0.0960304960608482,8.77122782330438,92941.0390625,125473.3984375,91175.65625,111387.453125,89677.796875,,584801.25,,,1.23922002738563
BEL,Belgium,1954,2083.03,69149.8046875,93079.8515625,94426.109375,92857.1015625,0.033644825220108,420635.75,0.608331978321075,0.136358559131622,0.257708311080933,-0.333973556756973,0.0305072478950024,0.301067471504211,0.720560312271118,0.721993863582611,0.0375650972127914,3.45444273948669,2.26623249053955,0.0758327022194862,0.66414213180542,0.0962975627942508,0.0981889888644218,0.0940694659948349,0.106627141760184,0.0956589579582214,0.0821654188680271,0.626174509525299,0.087834894657135,0.0599336065351963,0.0922719463706017,8.81270316822361,96003.875,132034.0625,94998.90625,116298.125,93727.921875,0.101403400301933,601357.6875,0.519486844539642,0.551693141460419,1.23922002738563
BOL,Bolivia (Plurinational State of),1950,,4633.4091796875,5458.05859375,5613.5859375,6601.3720703125,,10913.609375,0.611764192581177,0.0901216045022011,0.124920912086964,-0.138362884521484,-0.0045917751267552,0.316147923469543,,,0.0460005775094032,2.0521285533905,1.3233608007431,0.305899232625961,0.513199985027313,0.096754765449698,0.0903021767735481,0.0857738703489304,0.0465006545625911,0.0729392319917679,0.0603309402412649,,0.0421882420778275,0.0593990199267864,0.0259151645004749,2.92118240001953,13360.388671875,15525.4736328125,5826.16455078125,17782.138671875,6879.13427734375,,28314.193359375,,,1.48756864628104e-7
BOL,Bolivia (Plurinational State of),1951,,5017.65087890625,6368.12841796875,6493.35546875,7233.80322265625,,11742.1025390625,0.624023914337158,0.0696154311299324,0.186689823865891,-0.197496935725212,-0.0096947150304913,0.326862424612045,,,0.0446541234850884,2.01742076873779,1.33510482311249,0.300302922725678,0.513199985027313,0.0968459941231559,0.0926935896277428,0.0866584181785584,0.0554719491835453,0.0777881219983101,0.0642349814973815,,0.0363239757716656,0.0656991526484489,0.0288445167243481,2.98205466638324,14733.9326171875,17944.912109375,6713.89599609375,19410.376953125,7492.00390625,,30580.123046875,,,2.21188120633092e-7
BOL,Bolivia (Plurinational State of),1952,,5154.57568359375,6454.8251953125,6443.98681640625,7223.98095703125,,12573.18359375,0.65272331237793,0.0608133897185326,0.179990693926811,-0.18477988243103,-0.0179262347519398,0.309178739786148,,,0.0437109246850014,1.98125946521759,1.34695291519165,0.277258187532425,0.513199985027313,0.0994329911368547,0.095058985054493,0.0892263427376747,0.0481118310363377,0.079592302441597,0.0661039962556842,,0.0419704094529152,0.067416749894619,0.0292653106153011,3.04504853351955,15181.2109375,18298.5859375,6636.86083984375,19496.060546875,7462.91455078125,,32651.56640625,,,2.92334287850383e-7
BOL,Bolivia (Plurinational State of),1953,,4854.65283203125,5599.236328125,5502.44775390625,6065.66943359375,,12825.4306640625,0.760186851024628,0.0401622019708157,0.122753746807575,-0.152357161045074,-0.0137239685282111,0.242978364229202,,,0.0423964932560921,1.96196758747101,1.3589061498642,0.240893185138702,0.513199985027313,0.0951221455501786,0.0927471294999123,0.0888858139514923,0.04779309331043,0.0806324109435082,0.0637101940097891,,0.0225913487374783,0.0638516396284103,0.0128827169537544,3.11015972096168,14493.1953125,16461.64453125,5660.04638671875,16382.279296875,6271.03271484375,,33321.7109375,,,0.00000105935535826647
BOL,Bolivia (Plurinational State of),1954,,4746.599609375,5733.73779296875,5693.154296875,6273.083984375,0.0010163320694118,13354.716796875,0.724751949310303,0.0319092944264412,0.157360941171646,-0.163733303546906,-0.0075983414426446,0.257309436798096,0.371953010559082,0.339834570884705,0.0408008210361004,1.92027914524078,1.37096548080444,0.231177449226379,0.513199985027313,0.095672202362504,0.093733087182045,0.08913803845644,0.0496901886992014,0.0808974653482437,0.0670430196760328,1.71651768684387,0.0142010161653161,0.0661914125084877,0.009184212423861,3.17739804860401,14243.708984375,16753.810546875,5873.80322265625,16841.806640625,6506.30322265625,0.0875755771994591,34660.62109375,1.25493133068085,1.19431984424591,0.00000196736395357347
