variable,n_obs,std,abs_quantile,abs_threshold,q90_pos,q90_neg,q85_pos,q85_neg
d_efw_summary,1312,0.5585660077004508,0.9,0.9390000000000013,0.8090000000000006,-0.4399999999999995,0.6299999999999999,-0.33999999999999986
d_efw_area1,1410,1.032584074442167,0.9,1.6872216687172645,1.210430318081058,-1.012812037921695,0.8917047764661366,-0.735306454094722
d_efw_area2,1551,0.5262537759070504,0.9,0.8743944241898918,0.6256311500470586,-0.4719561286515859,0.48338615499738613,-0.32455884150334974
d_efw_area3,1344,1.5736384034426742,0.9,2.6605401973689506,1.9326004187493124,-1.4493199534922534,1.4068002089699585,-0.9156785969968257
d_efw_area4,1181,1.1087707920882115,0.9,1.841437264592006,1.5079764204389514,-0.7221412247483309,1.0445558503974874,-0.5493814494874746
d_efw_area5,1418,0.6883541991681569,0.9,1.0825772353611893,0.8307088004517101,-0.6211150059519659,0.60004315273374,-0.4528375334668925
d_efw_area2_nogender,1581,0.5547678229970611,0.9,0.9121900502999996,0.576051582016655,-0.5624799579005249,0.40224926153333307,-0.4036811574146766
