event_time,value,label
-10,0.0786344659902158,systemic_banking
-5,0.037340875821075474,systemic_banking
0,-0.030344284587673343,systemic_banking
5,0.11678330313592233,systemic_banking
10,0.10256717587785727,systemic_banking
