iso3,country,year,summary_change,area,area_change,abs_share,signed_share,rank_abs
PNG,Papua New Guinea,1975,-1.8399999999999999,d_efw_area3,-3.4716666666666667,0.40599558333168373,0.37735507246376815,1.0
PNG,Papua New Guinea,1975,-1.8399999999999999,d_efw_area1,-2.2818790426203805,0.2668553469998095,0.2480303307196066,2.0
PNG,Papua New Guinea,1975,-1.8399999999999999,d_efw_area5,-2.204634634634634,0.2578219657767801,0.23963419941680808,3.0
PNG,Papua New Guinea,1975,-1.8399999999999999,d_efw_area2,0.5928157979019613,0.06932710389172664,-0.06443649977195232,4.0
PNG,Papua New Guinea,1975,-1.8399999999999999,d_efw_area4,,,,
RWA,Rwanda,1975,-1.7700000000000005,d_efw_area3,-4.18500333195303,0.8579777342908901,0.47288173242407117,1.0
RWA,Rwanda,1975,-1.7700000000000005,d_efw_area2,-0.3015043911601305,0.06181215016753691,0.03406829278645542,2.0
RWA,Rwanda,1975,-1.7700000000000005,d_efw_area1,0.25565429012925467,0.05241230919271,-0.02888749041008527,3.0
RWA,Rwanda,1975,-1.7700000000000005,d_efw_area5,0.13559082892416274,0.02779780634886302,-0.01532099761854946,4.0
RWA,Rwanda,1975,-1.7700000000000005,d_efw_area4,,,,
TTO,Trinidad and Tobago,1975,-2.04,d_efw_area3,-5.044077942682465,0.7452759221258526,0.49451744536102604,1.0
TTO,Trinidad and Tobago,1975,-2.04,d_efw_area5,-0.8571071071071064,0.1266398530848561,0.0840301085399124,2.0
TTO,Trinidad and Tobago,1975,-2.04,d_efw_area1,-0.6643051724440712,0.09815285481154501,0.06512795808275208,3.0
TTO,Trinidad and Tobago,1975,-2.04,d_efw_area2,-0.20257754023284225,0.02993136997774635,0.019860543160082574,4.0
TTO,Trinidad and Tobago,1975,-2.04,d_efw_area4,,,,
URY,Uruguay,1975,-1.3200000000000003,d_efw_area3,-2.9764600299433948,0.4497267773620168,0.4509787924156658,1.0
URY,Uruguay,1975,-1.3200000000000003,d_efw_area5,-2.0075651519187225,0.3033320780504031,0.30417653816950335,2.0
URY,Uruguay,1975,-1.3200000000000003,d_efw_area2,-1.1569627433321088,0.17481072174739157,0.1752973853533498,3.0
URY,Uruguay,1975,-1.3200000000000003,d_efw_area1,-0.4651041646433631,0.07027468704382048,0.07047032797626712,4.0
URY,Uruguay,1975,-1.3200000000000003,d_efw_area4,0.012281953626208875,0.0018557357963680428,-0.001860902064577102,5.0
ZMB,Zambia,1975,-1.0900000000000007,d_efw_area1,-2.1031087102880113,0.6216186815437748,0.3858915064748642,1.0
ZMB,Zambia,1975,-1.0900000000000007,d_efw_area5,-1.052042238316746,0.3109535450600931,0.19303527308564133,2.0
ZMB,Zambia,1975,-1.0900000000000007,d_efw_area2,-0.12887053713684704,0.03809043868867551,0.02364597011685265,3.0
ZMB,Zambia,1975,-1.0900000000000007,d_efw_area3,0.09925635440469271,0.029337334707456586,-0.018212175120127093,4.0
ZMB,Zambia,1975,-1.0900000000000007,d_efw_area4,,,,
BHR,Bahrain,1980,1.5099999999999998,d_efw_area5,1.99125,0.41336520999317633,0.26374172185430467,1.0
BHR,Bahrain,1980,1.5099999999999998,d_efw_area2,1.8809321370215684,0.39046423492923266,0.2491300843737177,2.0
BHR,Bahrain,1980,1.5099999999999998,d_efw_area3,0.7039999999999997,0.1461439336272171,0.09324503311258275,3.0
BHR,Bahrain,1980,1.5099999999999998,d_efw_area1,-0.24098668091758668,0.05002662145037379,-0.03191876568444857,4.0
BHR,Bahrain,1980,1.5099999999999998,d_efw_area4,,,,
CHL,Chile,1980,1.0900000000000003,d_efw_area4,2.4866624549583163,0.45630831350103634,0.456268340359324,1.0
CHL,Chile,1980,1.0900000000000003,d_efw_area3,2.312,0.42425734892598466,0.4242201834862384,2.0
CHL,Chile,1980,1.0900000000000003,d_efw_area5,0.5834997909875757,0.1070735616017539,0.10706418183258266,3.0
CHL,Chile,1980,1.0900000000000003,d_efw_area1,0.038975664840846136,0.0071521246704174275,0.00715149813593507,4.0
CHL,Chile,1980,1.0900000000000003,d_efw_area2,0.028384662841911545,0.005208651300807655,0.0052081950168645025,5.0
DOM,Dominican Republic,1980,0.9699999999999998,d_efw_area3,2.2138098563902053,0.45564607505085847,0.45645564049282594,1.0
DOM,Dominican Republic,1980,0.9699999999999998,d_efw_area1,1.3963327773257346,0.2873930421878079,0.28790366542798657,2.0
DOM,Dominican Republic,1980,0.9699999999999998,d_efw_area2,0.9691032464632352,0.19946071217246727,0.1998151023635537,3.0
DOM,Dominican Republic,1980,0.9699999999999998,d_efw_area4,0.2793458683623209,0.05749493260839944,0.057597086260272365,4.0
DOM,Dominican Republic,1980,0.9699999999999998,d_efw_area5,2.544934197867832e-05,5.237980466904171e-06,5.2472870059130565e-06,5.0
GBR,United Kingdom,1980,0.9900000000000002,d_efw_area4,2.3015439403057085,0.46676424930620825,0.4649583717789309,1.0
GBR,United Kingdom,1980,0.9900000000000002,d_efw_area3,1.000872445146329,0.20298177555017352,0.2021964535649149,2.0
GBR,United Kingdom,1980,0.9900000000000002,d_efw_area1,0.7831390069085753,0.15882438056495962,0.15820990038557073,3.0
GBR,United Kingdom,1980,0.9900000000000002,d_efw_area5,0.44790202118904343,0.09083669749762313,0.09048525680586735,4.0
GBR,United Kingdom,1980,0.9900000000000002,d_efw_area2,0.397391390159477,0.08059289708103547,0.08028108892110644,5.0
HND,Honduras,1980,-1.1700000000000008,d_efw_area4,-3.1718022584915158,0.5421565339549169,0.5421884202549596,1.0
HND,Honduras,1980,-1.1700000000000008,d_efw_area1,-2.147545522620123,0.3670802093469286,0.36710179873848237,2.0
HND,Honduras,1980,-1.1700000000000008,d_efw_area2,-0.29943846731642143,0.05118305251798785,0.051186062789131834,3.0
HND,Honduras,1980,-1.1700000000000008,d_efw_area5,-0.13990556327916703,0.023914074424210008,0.0239154809024217,4.0
HND,Honduras,1980,-1.1700000000000008,d_efw_area3,-0.09165224917476777,0.015666129755956666,0.015667051140985933,5.0
IRN,"Iran, Islamic Rep.",1980,-1.6500000000000004,d_efw_area4,-6.203254159688949,0.6637862169624403,0.751909595113812,1.0
IRN,"Iran, Islamic Rep.",1980,-1.6500000000000004,d_efw_area5,-2.2697390705941176,0.24287599256404824,0.27511988734474147,2.0
IRN,"Iran, Islamic Rep.",1980,-1.6500000000000004,d_efw_area3,0.4327305502787304,0.04630482123402093,-0.052452187912573375,3.0
IRN,"Iran, Islamic Rep.",1980,-1.6500000000000004,d_efw_area2,-0.3271299059882353,0.03500490503231255,0.039652109816755786,4.0
IRN,"Iran, Islamic Rep.",1980,-1.6500000000000004,d_efw_area1,0.11240537603751655,0.012028064207178153,-0.013624894065153518,5.0
MEX,Mexico,1980,-1.17,d_efw_area4,-4.274444444444445,0.5537639643998227,0.7306742640075974,1.0
MEX,Mexico,1980,-1.17,d_efw_area1,-1.9161228014405456,0.2482380511885494,0.3275423592206061,2.0
MEX,Mexico,1980,-1.17,d_efw_area2,0.9545558046830891,0.12366486768337748,-0.16317193242445968,3.0
MEX,Mexico,1980,-1.17,d_efw_area5,-0.38926648864567426,0.05043035574847528,0.06654128011037168,4.0
MEX,Mexico,1980,-1.17,d_efw_area3,-0.18450283955839897,0.023902760979775173,0.031538946933059656,5.0
NIC,Nicaragua,1980,-1.8100000000000005,d_efw_area4,-5.777380492455428,0.4944712754006708,0.6383845848017046,1.0
NIC,Nicaragua,1980,-1.8100000000000005,d_efw_area3,-2.4545494636305722,0.2100786343223187,0.27122093520779794,2.0
NIC,Nicaragua,1980,-1.8100000000000005,d_efw_area1,-2.1250771388440928,0.181879937549769,0.2348151534634356,3.0
NIC,Nicaragua,1980,-1.8100000000000005,d_efw_area5,0.7495266784859091,0.06415007859387847,-0.08282062745700651,4.0
NIC,Nicaragua,1980,-1.8100000000000005,d_efw_area2,0.5774219584392162,0.049420074133362975,-0.06380353131925039,5.0
PRT,Portugal,1980,1.1700000000000008,d_efw_area4,3.2222222222222223,0.5517855152856442,0.5508072174738837,1.0
PRT,Portugal,1980,1.1700000000000008,d_efw_area2,1.4366464339241825,0.24601676673914633,0.24558058699558658,2.0
PRT,Portugal,1980,1.1700000000000008,d_efw_area1,0.8921705856310842,0.1527786640288374,0.15250779241556983,3.0
PRT,Portugal,1980,1.1700000000000008,d_efw_area5,0.15384360989132784,0.02634476137984861,0.026298052972876535,4.0
PRT,Portugal,1980,1.1700000000000008,d_efw_area3,0.13474528817854114,0.023074292566523467,0.0230333825946224,5.0
SLV,El Salvador,1980,-1.04,d_efw_area4,-2.866666666666667,0.5527362368458505,0.5512820512820513,1.0
SLV,El Salvador,1980,-1.04,d_efw_area1,-1.277742773776053,0.24636792991882128,0.24571976418770247,2.0
SLV,El Salvador,1980,-1.04,d_efw_area5,-0.6749584472155776,0.13014209028183382,0.12979970138761107,3.0
SLV,El Salvador,1980,-1.04,d_efw_area3,-0.276645048999395,0.05334130581138192,0.053200970961422116,4.0
SLV,El Salvador,1980,-1.04,d_efw_area2,-0.090306460501961,0.01741243714211245,0.017366627019607884,5.0
ECU,Ecuador,1985,-1.1399999999999997,d_efw_area4,-3.0967490392261086,0.544177130814859,0.5432893051273876,1.0
ECU,Ecuador,1985,-1.1399999999999997,d_efw_area3,-1.2204397105916698,0.21446212516086294,0.21411222992836318,2.0
ECU,Ecuador,1985,-1.1399999999999997,d_efw_area2,-0.5297598824470597,0.09309221031449846,0.09294033025387015,3.0
ECU,Ecuador,1985,-1.1399999999999997,d_efw_area1,-0.43660994399529685,0.0767234101307649,0.07659823578864859,4.0
ECU,Ecuador,1985,-1.1399999999999997,d_efw_area5,-0.4071418664229123,0.0715451235790147,0.0714283976180548,5.0
GBR,United Kingdom,1985,0.9800000000000004,d_efw_area3,3.214827487998683,0.6556446474735236,0.6560872424487105,1.0
GBR,United Kingdom,1985,0.9800000000000004,d_efw_area5,0.8381508359633703,0.17093580026495905,0.17105119101293262,2.0
GBR,United Kingdom,1985,0.9800000000000004,d_efw_area1,0.4219480341386026,0.08605375284605744,0.08611184370175559,3.0
GBR,United Kingdom,1985,0.9800000000000004,d_efw_area4,0.35504030413097887,0.07240832545753807,0.07245720492468953,4.0
GBR,United Kingdom,1985,0.9800000000000004,d_efw_area2,0.07334109813333534,0.014957473957921888,0.014967571047619449,5.0
GTM,Guatemala,1985,-0.96,d_efw_area4,-3.6436708748340605,0.6726074543076017,0.7590980989237627,1.0
GTM,Guatemala,1985,-0.96,d_efw_area3,-0.8413370505996483,0.15530754320511098,0.17527855220826005,2.0
GTM,Guatemala,1985,-0.96,d_efw_area5,-0.612084430458415,0.112988402282822,0.12751758967883647,3.0
GTM,Guatemala,1985,-0.96,d_efw_area2,0.1747454940156863,0.03225733770121808,-0.03640531125326798,4.0
GTM,Guatemala,1985,-0.96,d_efw_area1,0.14539452166164146,0.02683926250324731,-0.030290525346175306,5.0
KWT,Kuwait,1985,1.6500000000000004,d_efw_area3,3.7521191763073594,0.7048769779415024,0.45480232440089197,1.0
KWT,Kuwait,1985,1.6500000000000004,d_efw_area5,0.5966666666666667,0.11209041532959499,0.0723232323232323,2.0
KWT,Kuwait,1985,1.6500000000000004,d_efw_area1,-0.5215194223086979,0.0979731765067582,-0.0632144754313573,3.0
KWT,Kuwait,1985,1.6500000000000004,d_efw_area2,0.4527784695058834,0.0850594302221444,0.05488223872798586,4.0
KWT,Kuwait,1985,1.6500000000000004,d_efw_area4,,,,
MUS,Mauritius,1985,1.46,d_efw_area4,2.876209687193235,0.3953839575430436,0.3940013270127719,1.0
MUS,Mauritius,1985,1.46,d_efw_area3,1.5992035915194176,0.21983774261918612,0.21906898513964626,2.0
MUS,Mauritius,1985,1.46,d_efw_area5,1.4787169516615295,0.20327480400236939,0.20256396598103144,3.0
MUS,Mauritius,1985,1.46,d_efw_area1,0.9363590723058719,0.1287184857689952,0.12826836606929753,4.0
MUS,Mauritius,1985,1.46,d_efw_area2,0.383983098947712,0.05278501006640569,0.0526004245133852,5.0
NIC,Nicaragua,1985,-1.7499999999999996,d_efw_area3,-5.993431944583152,0.6469688831418671,0.6849636508095033,1.0
NIC,Nicaragua,1985,-1.7499999999999996,d_efw_area1,-1.665543152869323,0.17978924319151413,0.19034778889935122,2.0
NIC,Nicaragua,1985,-1.7499999999999996,d_efw_area5,-1.2916654399497536,0.139430522412541,0.14761890742282902,3.0
NIC,Nicaragua,1985,-1.7499999999999996,d_efw_area2,0.2572709291921571,0.027771448356021453,-0.029402391907675105,4.0
NIC,Nicaragua,1985,-1.7499999999999996,d_efw_area4,-0.055952840877903864,0.00603990289805648,0.006394610386046157,5.0
OMN,Oman,1985,1.46,d_efw_area3,4.01095707264202,0.9336174316512273,0.5494461743345233,1.0
OMN,Oman,1985,1.46,d_efw_area5,0.16818439293409426,0.03914773410215553,0.023038957936177298,2.0
OMN,Oman,1985,1.46,d_efw_area1,-0.059945504087193235,0.013953320006005089,-0.008211712888656608,3.0
OMN,Oman,1985,1.46,d_efw_area2,0.05705932823529336,0.013281514240612134,0.00781634633360183,4.0
OMN,Oman,1985,1.46,d_efw_area4,,,,
POL,Poland,1985,-1.13,d_efw_area3,-3.472666666666666,0.5070636977956048,0.6146312684365781,1.0
POL,Poland,1985,-1.13,d_efw_area5,2.2186814950829685,0.32396223165505406,-0.39268699028017146,2.0
POL,Poland,1985,-1.13,d_efw_area1,-1.0957174415447293,0.15999189987967266,0.19393229053889016,3.0
POL,Poland,1985,-1.13,d_efw_area2,0.06151512090980393,0.00898217066966853,-0.010887632019434325,4.0
POL,Poland,1985,-1.13,d_efw_area4,,,,
SLE,Sierra Leone,1985,-0.9699999999999998,d_efw_area3,-5.110575698091715,0.6735942537250692,1.0537269480601477,1.0
SLE,Sierra Leone,1985,-0.9699999999999998,d_efw_area1,1.2100165921846706,0.1594850113876461,-0.24948795715147853,2.0
SLE,Sierra Leone,1985,-0.9699999999999998,d_efw_area5,-1.11011011011011,0.14631693870643347,0.22888868249692998,3.0
SLE,Sierra Leone,1985,-0.9699999999999998,d_efw_area4,0.15555555555555567,0.020502842448133256,-0.03207331042382592,4.0
SLE,Sierra Leone,1985,-0.9699999999999998,d_efw_area2,-0.0007659383823526156,0.00010095373271798817,0.00015792543966033315,5.0
TGO,Togo,1985,1.0300000000000002,d_efw_area1,2.887187128138541,0.5621397078929354,0.5606188598327263,1.0
TGO,Togo,1985,1.0300000000000002,d_efw_area3,1.1147343623350592,0.21704046915215355,0.21645327423981728,2.0
TGO,Togo,1985,1.0300000000000002,d_efw_area4,0.9111111111111114,0.1773947136527382,0.17691477885652646,3.0
TGO,Togo,1985,1.0300000000000002,d_efw_area2,0.22303426506764668,0.04342510930217277,0.043307624284979925,4.0
TGO,Togo,1985,1.0300000000000002,d_efw_area5,0.0,0.0,0.0,5.0
TUR,Türkiye,1985,1.0999999999999996,d_efw_area4,2.089543020526569,0.38091549992060064,0.37991691282301265,1.0
TUR,Türkiye,1985,1.0999999999999996,d_efw_area3,1.4696206062986512,0.2679060744108518,0.2672037465997549,2.0
TUR,Türkiye,1985,1.0999999999999996,d_efw_area5,0.9260488726349756,0.16881507861071346,0.16837252229726835,3.0
TUR,Türkiye,1985,1.0999999999999996,d_efw_area1,0.7552712003932456,0.13768297854950395,0.1373220364351356,4.0
TUR,Türkiye,1985,1.0999999999999996,d_efw_area2,0.2450978030313733,0.044680368508330195,0.04456323691479516,5.0
BEN,Benin,1990,1.0699999999999994,d_efw_area1,2.9778742453775404,0.658212284261712,0.5566120084817836,1.0
BEN,Benin,1990,1.0699999999999994,d_efw_area5,0.7595533033033037,0.1678873161154635,0.14197258005669236,2.0
BEN,Benin,1990,1.0699999999999994,d_efw_area2,0.5021055649607842,0.11098254110843245,0.09385150746930551,3.0
BEN,Benin,1990,1.0699999999999994,d_efw_area3,0.28465204148304757,0.06291785851439213,0.053205989062251914,4.0
BEN,Benin,1990,1.0699999999999994,d_efw_area4,,,,
BOL,Bolivia,1990,1.62,d_efw_area3,4.898647926131121,0.5016348477267938,0.6047713489050766,1.0
BOL,Bolivia,1990,1.62,d_efw_area4,1.944408838484021,0.19911274423469477,0.24005047388691614,2.0
BOL,Bolivia,1990,1.62,d_efw_area5,1.3369955775227051,0.13691197715278444,0.16506118241021048,3.0
BOL,Bolivia,1990,1.62,d_efw_area1,-0.8158688904614708,0.08354718951090287,-0.10072455437795934,4.0
BOL,Bolivia,1990,1.62,d_efw_area2,0.7694448465911758,0.07879324137482406,0.09499319093718218,5.0
BRA,Brazil,1990,1.04,d_efw_area4,3.340740740740741,0.6400446694954192,0.6424501424501424,1.0
BRA,Brazil,1990,1.04,d_efw_area2,1.450759138316994,0.27794753477208545,0.2789921419840373,2.0
BRA,Brazil,1990,1.04,d_efw_area5,0.36013004706013163,0.06899646959580084,0.06925577828079454,3.0
BRA,Brazil,1990,1.04,d_efw_area1,0.06791317760710047,0.013011326136694553,0.013060226462903937,4.0
BRA,Brazil,1990,1.04,d_efw_area3,0.0,0.0,0.0,5.0
CHL,Chile,1990,1.5199999999999996,d_efw_area2,2.151215611504465,0.2828685802438326,0.2830546857242718,1.0
CHL,Chile,1990,1.5199999999999996,d_efw_area4,1.9481481481481486,0.2561667448972837,0.25633528265107225,2.0
CHL,Chile,1990,1.5199999999999996,d_efw_area5,1.6867165014739074,0.22179046093482585,0.2219363817728826,3.0
CHL,Chile,1990,1.5199999999999996,d_efw_area3,1.038122059977403,0.13650519810993914,0.1365950078917636,4.0
CHL,Chile,1990,1.5199999999999996,d_efw_area1,0.7807978865901148,0.10266901581411864,0.10273656402501515,5.0
CRI,Costa Rica,1990,1.4699999999999998,d_efw_area4,2.7768383943758623,0.3785501765419958,0.37780114209195415,1.0
CRI,Costa Rica,1990,1.4699999999999998,d_efw_area3,2.205620564597882,0.3006793826404327,0.30008443055753503,2.0
CRI,Costa Rica,1990,1.4699999999999998,d_efw_area1,1.8344622669668276,0.2500815374875309,0.24958670298868407,3.0
