bundle,d_efw_area1,d_efw_area2,d_efw_area3,d_efw_area4,d_efw_area5
0,0.38964454473565185,0.05557448385670703,0.3194950339799263,-0.051653952902930705,0.27834074614441484
1,0.4336425576644626,0.9256780261312715,-0.044051770110759614,1.1634243862573288,0.3646031211808504
2,0.16534297465463443,-0.21568873719336767,2.359450015919597,1.2786187691090651,0.2965309248297895
3,-0.5146487344785986,-0.048932351417516326,-0.4257500631300018,-0.15702335044526755,-0.3042046862852959
