anchor,cohort,outcome,event_time,att,se,ci_low,ci_high,spec_id
EU,2004,efw_overall,-2,0.12152617413122613,0.2206661439958631,-0.3109794681006655,0.5540318163631177,sdid_base
EU,2004,efw_overall,-1,0.1875142177153304,0.2206661439958631,-0.24499142451656125,0.620019859947222,sdid_base
EU,2004,efw_overall,0,0.5757548403112063,0.2206661439958631,0.14324919807931463,1.0082604825430979,sdid_base
EU,2004,efw_overall,1,0.9630397250605398,0.2206661439958631,0.5305340828286482,1.3955453672924314,sdid_base
EU,2004,efw_overall,2,0.9418448002550015,0.2206661439958631,0.5093391580231099,1.374350442486893,sdid_base
EU,2004,efw_delta5,-2,0.3463939509088825,0.15493792613726307,0.042715615679846886,0.650072286137918,sdid_base
EU,2004,efw_delta5,-1,0.4049477462145229,0.15493792613726307,0.10126941098548731,0.7086260814435585,sdid_base
EU,2004,efw_delta5,0,-0.11569326655427997,0.15493792613726307,-0.41937160178331556,0.18798506867475562,sdid_base
EU,2004,efw_delta5,1,0.45490552377518245,0.15493792613726307,0.15122718854614686,0.758583859004218,sdid_base
EU,2004,efw_delta5,2,-0.024373494969788197,0.15493792613726307,-0.3280518301988238,0.2793048402592474,sdid_base
EU,2004,reform_event_03,-2,0.05587761332201638,0.1645135976437537,-0.26656903805974086,0.37832426470377367,sdid_base
EU,2004,reform_event_03,-1,0.0700059948194785,0.1645135976437537,-0.25244065656227876,0.39245264620123577,sdid_base
EU,2004,reform_event_03,0,0.46044571353992314,0.1645135976437537,0.13799906215816587,0.7828923649216804,sdid_base
EU,2004,reform_event_03,1,0.4152558740315443,0.1645135976437537,0.09280922264978703,0.7377025254133016,sdid_base
EU,2004,reform_event_03,2,-0.2305631616197301,0.1645135976437537,-0.5530098130014873,0.09188348976202718,sdid_base
EU,2004,reversal_event_03,-2,-0.10107133016859447,0.022510417651411232,-0.14519174876536048,-0.05695091157182846,sdid_base
EU,2004,reversal_event_03,-1,-0.09746235331942109,0.022510417651411232,-0.1415827719161871,-0.053341934722655075,sdid_base
EU,2004,reversal_event_03,0,-0.07011666097694148,0.022510417651411232,-0.11423707957370749,-0.02599624238017547,sdid_base
EU,2004,reversal_event_03,1,-0.06462765427986822,0.022510417651411232,-0.10874807287663424,-0.020507235683102205,sdid_base
EU,2004,reversal_event_03,2,-0.11313696632758924,0.022510417651411232,-0.15725738492435526,-0.06901654773082322,sdid_base
EU,2004,hazard_rev_03,-2,-0.09122459265052697,0.06011426144469668,-0.20904854508213244,0.02659935978107851,sdid_base
EU,2004,hazard_rev_03,-1,-0.08680622263612522,0.06011426144469668,-0.2046301750677307,0.03101772979548026,sdid_base
EU,2004,hazard_rev_03,0,0.00735497929057892,0.06011426144469668,-0.11046897314102656,0.12517893172218442,sdid_base
EU,2004,hazard_rev_03,1,-0.13379047508512584,0.06011426144469668,-0.25161442751673135,-0.01596652265352036,sdid_base
EU,2004,hazard_rev_03,2,0.25639808930306585,0.06011426144469668,0.13857413687146036,0.37422204173467133,sdid_base
EU,2004,delta5_log_tfp,-2,0.036132108768382264,0.04443022203185157,-0.0509511264140468,0.12321534395081132,sdid_base
EU,2004,delta5_log_tfp,-1,0.0446154285453605,0.04443022203185157,-0.04246780663706857,0.13169866372778957,sdid_base
EU,2004,delta5_log_tfp,0,0.06640394236246133,0.04443022203185157,-0.020679292819967734,0.15348717754489039,sdid_base
EU,2004,delta5_log_tfp,1,0.025468257761912666,0.04443022203185157,-0.0616149774205164,0.11255149294434173,sdid_base
EU,2004,delta5_log_tfp,2,-0.03252234042628812,0.04443022203185157,-0.11960557560871718,0.05456089475614095,sdid_base
EU,2004,delta5_inv_share_gdp,-2,0.7252237205038822,1.376298396287281,-1.9723211362191888,3.422768577226953,sdid_base
EU,2004,delta5_inv_share_gdp,-1,0.6736301272550015,1.376298396287281,-2.0239147294680695,3.3711749839780722,sdid_base
